0.0 70584.1 [1.0]
0.1 52501.2 [1.0]
0.2 44784.3 [1.0]
0.3 47412.4 [1.0]
0.4 8160.4 [1.0]
0.5 1284.2 [1.0]
0.6 119.9 [1.0]
0.7 0.0 [1.0]
0.8 0.0 [1.0]
0.9 0.0 [1.0]
